,node,cluster,location,description,followers,name,created_at,likes,statuses_count
2206,Lolly_Jean,1,With the tired huddled masses,Mostly politics and I tweet a lot!  Finally a Grandma!  Yankees fan  pastry chef  proud mom of 2 sons & 2 rescue pups. #NYStrong NO DM's #Resist,5472,Laura,21-Apr-2009 (08:55:51.000000),164476,140921
2207,JCasey4364,1,None,Communications professional  father of two  dog lover and avid Wings fan,59,John Casey,21-Mar-2010 (03:39:12.000000),3066,6745
2208,cg_curtis,0,Toronto Ontario Canada,I am a poet that lives now in @CLToronto And survived #Cancer twice & is a huge wrestling fan be @WWE or @AEW or TNA & I am also a huge @Eminem fan,1093,Ghost Of,02-Oct-2013 (15:20:58.000000),1974,26018
2209,sihag_daulat,1,None,None,22,Daulat Ram Sihag,31-Oct-2018 (10:47:18.000000),10377,10538
2210,ElQueen71837997,0,South Africa,God's masterpiece,81,El Queen,06-Jul-2018 (16:18:03.000000),753,144
2211,Crysanne1,0,Covering the Globe,Interests:travel people projects business film voice-over music culture leadership wildlife health sports  organic gardening/food fashion beach life.,1490,SavsMom,16-Apr-2009 (21:06:29.000000),29471,46044
2212,Teslaquest,1,None,Let's Change The World Together,269,Voting is Cool,09-Dec-2011 (14:59:21.000000),134125,43909
2213,LUISMAREVALO,1,ÜT: 25.759423 -80.380426,None,191,LUIS MAMUEL AREVALO,29-Jan-2010 (04:05:16.000000),1625,10696
2214,JanB76701737,0,None,Canadian born  Mom  Grandma Widow of a Vietnam Veteran#Washyourhands#StopAiringTrump#IstandwithTank#BidenHarris#SavethePostOffice,159,VagabondQueen 🇺🇸 🍁,01-Nov-2019 (00:47:57.000000),9357,8935
2215,ThomaHall,1,San Jose,President of exciting and growing company  Velodyne Lidar Inc. Also  Sculptor  and Designer.,631,Marta Thoma Hall,01-Aug-2011 (15:02:20.000000),65000,25590
2216,don_mallory,0,Tulsa  OK,Dad to 3. Husband to Natalie. #FormerBanker #Marketer #PhysicalBranding #ChangeAgent #Founder @fullsuncompost. Previously at @bokfinancial and @vectrabank,1857,Don Mallory,11-Mar-2008 (02:36:42.000000),1526,7437
2217,RodLCleveland,0,Cleveland County  USA,Public Speaker  Entrepreneur  Professional Networker  Father  Grandfather  Husband and Public Servant Text TRUMP to 88023 follow on Parler @rodcleveland,721,Rod L Cleveland,27-Dec-2008 (20:05:59.000000),16137,14164
2218,emilyearndt,0,Washington  DC,Every person & animal deserves respect. Democratic campaign veteran; MA/Political Comms @au_spa; work @AmericanU; #RPCV @peacecorps; @americorps Vol; @ycpalumni,111,Emily Arndt | #BidenHarris #BlackLivesMatter,06-May-2009 (02:37:10.000000),1907,1907
2219,AurangabadFob,1,Aurangabad  India,Official account of Field Outreach Bureau  Aurangabad  Ministry of Information & Broadcasting  Government of India.,123,FOB Aurangabad,04-Dec-2018 (08:36:22.000000),329,1216
2220,disuzius,0,None,Disuzius is the ultimate Lifestyle blog started. Explore the latest trends in fashion & beauty. lead towards a soothing lifestyle. download printables and more.,0,Disuzius,21-Jun-2020 (09:47:09.000000),0,14232
2221,amphitritia2,1,Neptune,None,154,amphitritia,10-Jun-2018 (13:13:51.000000),52308,11462
2222,dinablue,1,None,Stunned  Disheartened  Optimistic: Mother  Marcher  News & Reality TV Junkie #Resistance #BLM #NeverAgainMSD 🚫MAGATS #FBR🌈🌊,6985,Enough is Enough,05-Aug-2009 (21:17:51.000000),43750,65461
2223,stephcarranzaa,0,None,None,586,Stephanie,14-Feb-2014 (21:46:33.000000),16252,10214
2224,SamuelC316,1,Barcelona  Spain,24 | Student & Traveler,1483,Sam,05-Nov-2009 (02:53:31.000000),27173,15141
2225,mercylvr,1,None,None,230,Mercy,25-Oct-2014 (01:24:45.000000),21391,41264
2226,MaxwellMhae,0,Rodriguez  Rizal,♥️,25,mm,13-Sep-2019 (14:59:18.000000),4554,2644
2227,nocolove86,1,Florissant Missouri,Die hard #StLouisBlues fan. Involved citizen. #BlackLivesMatter #BlueWave2020🌊 #TheResistance #resist #noNRA Still pray for #Ferguson healing.,1944,AmyMichelle,08-Nov-2014 (18:22:44.000000),47120,10952
2228,shmeeisme,1,.,Now with 99% more sarcasm.Will block without hesitation.,52,it's me shmee 🇺🇸🏴‍☠️,19-Jan-2017 (16:14:25.000000),4335,4001
2229,TweetsRTaccount,1,India,స్వార్ధం మనిషి జీవితానికి సంబంధించి ఉండే ఒక అవసరం. ఆ అవసరం గురించి ఆలోచిస్తే  నువ్వు చచ్చిన తరువాత చివరికి చీమలు కూడా నిన్ను ముట్టుకోవు.✍,667,S@ntho$h🇮🇳🙏,27-Mar-2020 (07:48:24.000000),57270,9903
2230,urbantreasure,0,Atlanta,constant gardener. work horse not a show horse. Libertarian leaning free thinker. retweet or follow does not= endorsement.,271,urban treasure,06-Mar-2009 (15:10:50.000000),20348,10647
2231,Dougs1978,1,None,#FreeROHLL5 #Trump2020. #VOTERED #BUILDTHEWALL. #WHITEPRIDE #1A #2A #MAGA  #KAG  #WWG1WGA,21205,Deplorable Doug. 💯 VOTE RED 🇺🇸 WWG1WGA 🇺🇸,26-Nov-2011 (15:35:17.000000),133500,136617
2232,Bham_Allergy,0,Birmingham  AL,New patient video visit for allergies  asthma  skin or sinus issues available. COVID-19 testing available. Call us for more information: 205-943-1197.,38,Birmingham Allergy & Asthma Specialists,14-Sep-2019 (03:12:57.000000),5,127
2233,Initforfreedom,1,None,Time to Stop the Hate and Violence. # Biden/Harris to save us from this Train Wreck,3355,In It For Freedom,14-Jul-2015 (04:02:03.000000),67929,63792
2234,ggggggggggwefc,1,None,None,4,Street,07-Jun-2009 (17:58:54.000000),331,897
2235,reggieiscrazy,1,☆ ☆☆ ☆☆ ☆☆ ☆☆ ,None,2293,♔ ♔ ♔ ‏,21-Jun-2010 (20:32:42.000000),126,185423
2236,13greeneyedlady,1,Juneau  Alaska,Living the high life in Juneau  AK🏔It's peaceful & free🕊🌈💪MS Warrior (diagnosed in fall of '06) Lover💕& Friend👫  I seek Peace☮️& L❤️VE  Mean 🚶🏻suck! 👎,2730,Kerin E. O'Donnell,27-May-2010 (09:55:03.000000),13187,12982
2237,klongfield1,1,Washington DC,Global Health & Research Specialist,179,Kim Longfield,03-Feb-2011 (15:55:32.000000),30,333
2238,JimBarbaraJr,1,None,Your friendly neighborhood sci/tech nerd here. Join the fight against racism  against the pandemic  and obviously  against the orange idiot and his cronies #FBR,81,JimmyB,12-Mar-2018 (20:14:39.000000),642,865
2239,AnneSheldon,0,Florida,We must turn our country bright blue in November. #ResistTrump #SarcoidosisAwareness,407,Anne Sheldon,23-Mar-2009 (01:52:53.000000),7345,6936
2240,JPSoucy,0,Toronto  Ontario,Infectious disease epidemiology PhD student & Vanier Scholar @UofT_dlsph. Editor @UofT_JPH. #EpiTwitter  #COVID19  #amr  #rstats. Personal website: https://t.co/Wf7mFIAfS8,4452,Jean-Paul R. Soucy,05-Apr-2017 (03:02:14.000000),6448,4618
2241,AbundantPedShed,0,None,Efficient land use (= equality) can be achieved with tools that enhance competitions  not just zoning reform.,815,Abundant Pedestrian Sheds,28-May-2018 (22:20:32.000000),123762,43061
2242,KarenOC90550191,1,Manchester  NH,None,10,Karen O’Connor,27-Mar-2020 (19:56:48.000000),55,1023
2243,Bill19300155,0,Central Ohio,PATRIOT/Master Naturalist/climate change activist/Never Trump/climate change is real/Screw Fascism/Back off Climate change deniers/Degree in Wildlife Biology,10870,Rage is Pro Science & Climate Change🏴‍☠️🏴‍☠️🇺🇸,18-Apr-2020 (18:19:40.000000),59012,112306
2244,Starblindshadow,0,None,None,17,Catherine Elingburg,19-Jul-2013 (03:05:33.000000),44970,15968
2245,FrSeuffert,0,None,Cool down to earth priest,67,Fr William Seuffert,12-Sep-2020 (14:24:43.000000),763,558
2246,MissMaxine7,1,None,None,51,MissMaxine,22-Jul-2020 (00:16:49.000000),7446,3570
2247,CarolTimmons1,1,None,Registered Nurse  Mom  Grandmother  Political/news junkie.Blue Resister.,237,Carol Timmons,17-Oct-2011 (11:38:18.000000),106390,45840
2248,vdayree,1,Alabama  USA,Still writing it,49,VB,11-Mar-2016 (04:43:51.000000),18489,1170
2249,DemTrumpHater,1,Ohio,I hate all things Trump. #FBR  #VoteBluetoSaveAmerica #BlueWave #BidenforPresident #BlackLivesMatter #SaveourEarth #GunControlNOW  #LockupTRUMPCrimeFamily,3984,DumpTrump,14-Aug-2012 (04:41:56.000000),4879,6112
2250,wetbehavior,1,None,None,101,Eduardo Felix,29-Jul-2012 (04:48:25.000000),13915,25675
2251,JerryTamburino,0,Sacramento,Drummer and Santa #ImpeachedForLife #JoeBiden2020 #Resist #ClosetheCamps #Masks4All #Peace #TrumpVirus #Atheist #AntiFascist #BLACKLIVESMATTER,1537,DRUMR54,27-Sep-2019 (18:34:58.000000),4216,50771
2252,coloradodems,0,Colorado,Official Twitter account of the Colorado Democratic Party. Photo by @DenverYoungDems,11485,Colorado Dems,09-Mar-2011 (18:38:31.000000),916,9578
2253,t00046343,0,None,PhD Continental PhilosophyMA International RelationsMS Education,56,roberta ray,15-Jan-2017 (21:24:43.000000),6199,14139
2254,MySideGigRB,0,USA,I truly enjoy the relaxation that I get from designing so I hope you enjoy my creations. My interest covers a wide range of topic which is reflected in my art.,15,Hugo,29-Oct-2020 (16:04:17.000000),9,244
2255,DCActivista,0,Washington  DC,Former Classroom Teacher and Teacher Union President. Currently an Education Policy Analyst by day. I am the faithful arrow. Tweets are my own.#BlackLivesMatter,949,DC Activista (she/her),12-Jul-2015 (15:16:21.000000),39182,13206
2256,SJB2448,0,Idiocracy  USA,'uppity dork'   interested party  casual observer  occasional participator  wishing the world well! #Darwin has a posse she/her/asshole 💋 🥳,229,⚛️ 🌺 🧬 🔬 🦠👩‍🔬🧪 liberal not communist 👍,17-Apr-2013 (03:04:25.000000),19136,12383
2257,sarahglatzer,1,NYC,$sarahglatzerman,475,Sarah,30-May-2008 (16:09:56.000000),97,299
2258,gabluerainbows,0,Georgia,Blessed by God I love my life!!! Family  Friends  Home  and Job. Intuit QuickBooks ProAdvisor & Full Charge Bookkeeper.,353,bluerainbows,08-Oct-2009 (03:26:14.000000),29814,6327
2259,aerotycoon,0,SOL III/TERRA...for now,🌎🛫AeroTycoon Entrepreneur Aerospace Engineer Executive MBA B.Eng. (Aerospace),97,AeroTycoon,04-Sep-2020 (22:37:14.000000),18346,18659
2260,DebCraig2,1,Cleveland  OH,Converted Democrat. Finally  thankfully  I'm waking up to White Supremacy and Racism. Mother  Nana  professional  lover of wine and wit.,165,Deb 🌊,24-Feb-2012 (23:56:06.000000),15218,7812
2261,imnoplasticdoll,1,None,None,3234,am i e i e i e i e i e i,23-Apr-2012 (23:17:58.000000),32673,64537
2262,MysticAngel1985,0,Jacksonville  FL,Interests: Movies/Books  DC/MCU  Superman  Iron Man  Spiderman  James Bond  Outlander  Jamie & Claire  SamCait shipper  Lucifer/Deckerstar  & more!,1122,Jennifer,21-Apr-2009 (19:28:07.000000),461277,189576
2263,DefPROMumbai,1,Mumbai  India,Official account of Chief PRO Mumbai  Directorate of Public Relations  Ministry of Defence,4339,PRO Defence Mumbai,25-Aug-2019 (06:53:01.000000),2680,2144
2264,bidusi24,1,Dallas  TX,A mix of BTS and Andrew Yang🧢🚀 A Yang Gang Army💅🏼,216,BTS Army🧢,30-Aug-2016 (23:09:32.000000),5975,4912
2265,EmmettYadon,1,Camas  WA,God✝️🔯🇺🇸#MAGA #SaveTheChildren 💊Red Pill Author  Husband  Father  Grandfather  🎣🐟IFB  Q.📉Trader  Pink Floyd  Dogs  Cubs  DC me emmettyadon@gmail.com.📚#4,11819,Mr. Black. Chump for Trump.,31-Jul-2015 (19:30:03.000000),91633,133474
2266,YuloffCreative,0,Sedona  AZ,Small Business...Made Bigger,782,Yuloff Creative,03-Apr-2017 (19:52:14.000000),90,4165
2267,70sChild2,0,None,Hippy trying to survive the apocalypse,7,70sChild,01-Nov-2020 (19:26:39.000000),133,101
2268,alabamaobserver,1,Alabama  USA,Tweets & retweets news from the “joe - I could be anybody” view.  The Silent Majority- ALWAYS VOTES  & VOTES Pro-Life. Supports Arts  Science & Christ's grace.,164,AlabamaObserver,27-Dec-2018 (01:54:46.000000),1130,5136
2269,Mtryn2,1,Missouri  USA,#Resist 💙 #FBR #Biden HATE Trump Regime. Writer  biz owner   No DM. Cuss like a sailor. Seeking peace  morals & compassion.  KC Chiefs fan,2381,Emma Tryan,23-Jan-2017 (02:51:28.000000),17397,19631
2270,jazmin2mil,1,Austin  TX,The Dreamer,62,Jazmin,16-Sep-2012 (03:28:58.000000),2396,545
2271,garylowco1,0,None,None,132,Black Lives Matter,06-Dec-2016 (19:42:23.000000),14813,17842
2272,RogeliodaP,0,Los Angeles  CA,None,3,RogeliodaPrince,25-Oct-2018 (02:27:00.000000),8,1088
2273,thenank001,1,Whats left of the USA,Searching for a cure for windmill cancer and for the moon that we share with mars. There's a moron leading the country #resist 🚫Magat's,11245,Nanky Resists 🐾 🐾🔯🌴🌊 💙,25-Oct-2013 (05:13:17.000000),30885,20921
2274,Bflo_Gal1,1,Buffalo  NY,citizen  wife  mother  voter,789,BfloGal,28-Jun-2012 (14:45:11.000000),78838,40575
2275,KarenJefferson_,0,Denver  Colorado  USA,Ethics-Honesty-Integrity-Gratitude-Humor-Kindness-Laughter-Resist-Persist-Write. Anti racism. Resist. Persist. Future political candidate. She/hers.,1852,not that Karen,13-Feb-2009 (20:10:01.000000),27548,14218
2276,Susulov3,1,Bronx  NY,None,251,zully,30-Sep-2010 (16:52:08.000000),3063,8020
2277,IndependentInkR,0,United States,“I Prefer Dangerous Freedom  to Peaceful Slavery.” Not4Sale. #GoodTrouble. You’re not special because your rich  white or famous. -Rebel Scum,139,Independent-Inkling,03-Dec-2009 (21:25:23.000000),9718,12253
2278,vivienshotwell,0,Halifax,Mezzo-soprano and author of Vienna Nocturne (Random House). Photo: Brent Calis,1841,Vivien Shotwell ♪,19-Dec-2008 (20:50:47.000000),11758,14217
2279,gooddrwriters,0,Los Angeles  CA,Official Twitter account for #TheGoodDoctor writers. Season 4 coming November 2! Mondays at 10/9c on @ABCNetwork. @GoodDoctorABC @ShoreZ,25639,The Good Doctor Writers,19-Sep-2017 (17:24:26.000000),1117,990
2280,PoojaSe20145904,0,None,😇😀,44,Pooja Sen,07-Feb-2020 (09:33:26.000000),11433,12146
2281,DakotasStorm,0,Adelaide  South Australia,25 He/Him 🇦🇺. Kinda obsessed with wrestling. Follow @WomensWresGIFs for GIFs. Friends can follow @DakotasCassidy,2097,Nick,18-Sep-2009 (14:16:29.000000),221484,152512
2282,ally_xgarcia14,0,Home~!  Arkansas  USA,probably eating at Buffalo Wild Wings rn,42,Alondra Garcia,24-Oct-2016 (00:21:08.000000),2857,896
2283,baraksjanam,0,None,None,37,Jana,17-Mar-2015 (12:32:31.000000),293,520
2284,toanyb1ink,0,México,@BLACKPINK & 2NE1 ONLY | BLINK since pre-debut | 'If you mad stay mad we not alike' | It's All Or Nothing,7042,+JENN+🍒🇲🇽 | #BLACKPINK,01-Jun-2019 (21:50:22.000000),62484,50680
2285,neecagurl,0,None,❤ #wherewearetour #demiworldtour #xtour #ontheroadagaintour #rockoutyoursocksouttour #reputationtour #dividetour ❤️,363,HaNeeKka ❤,26-Oct-2012 (01:31:12.000000),55909,46855
2286,holidaysdearest,0,None,art enthusiast. student. lover of all things medical.,0,charlie,03-Nov-2020 (01:31:19.000000),18,6
2287,eithanessa,0,Brasil,chata ®× ~Confio naquele que escreve os meus dias/ God❤ Arquitetura 🤍✨Fraser 🥃,660,Sherlock ✨🌹 Rafa,21-Jun-2009 (16:10:06.000000),39871,314248
2288,logical_old_man,0,Johnson City  TN,Plant Manager with a sense of humor!,147,Logical_old_man,23-Jul-2019 (16:05:15.000000),85366,62830
2289,RoxyRoseRocker,0,UPRCayey ❤️🐮💚,"Bibliophile\\PECULIAR\\She/Her\\Prove them wrong  babe”\\proud 🇵🇷\\ 17 💁🏻‍♀️✨\\Ravenclaw-Thunderbird""",74,Vivi ✨,18-Apr-2017 (14:19:24.000000),13909,9730
2290,Chrissy89,0,New Jersey,⚡️Proud Hufflepuff. Loves Harry Potter  Superman  Star Wars  Marvel  Disney  DC  Broadway  movies  music  and reading ⚡️,892,Christina,07-Feb-2009 (05:40:42.000000),167320,106446
2291,sbram94,0,Wheaton  MD,cerebral palsy ♿️ • edinboro university '16 @edinboro 🎓 • jewish ✡️ • canine companions for independence @ccicanine 💙💛🐶 • broadway addict 🎶,392,Sarah Bram,16-Aug-2015 (18:11:30.000000),71158,46795
2292,Laney73517911,1,USA,None,91,blueherons,31-May-2018 (12:46:52.000000),12397,10784
2293,RepChuyGarcia,0,Chicago  IL,Progressive Chicagoan. ⁣Retired Marathoner.⁣ 0️⃣4️⃣ Congressman of #IL04⁣. 🚇 🏦 🏜 Member of @TransportDems  @FSCDems & @NRDems⁣ FB/Twitter: @RepChuyGarcia,11118,Congressman Chuy García,08-Jan-2019 (00:04:27.000000),3225,3902
2294,mskitkat2u,0,Kokomo  IN,Love all things Freddie Highmore  The Good Doctor  #TGDsquad   and Noah Watts.,604,Kathleen A Smith,02-Aug-2017 (21:51:44.000000),98975,28755
2295,DancingOnWheelz,0,New York  NY,Follow your dreams 💫 Wheelchair ballroom/latin dancer | Ms Wheelchair New York 2020 #EpliepsyWarrior #DWMfam,60,Lauren Arena 👻😈,26-Aug-2015 (17:49:51.000000),2536,2252
2296,TGDsquad,0,San Jose  CA,Official page of #TGDsquad! A dedicated group of fans from all over the world who live  breathe and die all things #TheGoodDoctor.🍏❤️🥞🌲⚾📺🎤🍩🥕🐠,5620,The Good Doctor Squad/ TGDsquad,23-Apr-2018 (13:59:28.000000),79327,36792
2297,RhondaPPotter19,1,McDonough  GA,Wife  mother of 2 boys and 2 Springer Spaniels  Travel Agent  pet groomer#floridagirlforeverI love this planet and traveling around it!! #climate #resisters,1709,Rhonda Potter 🌊🌊🌊 #TBR #TMRESIST #BLUEWAVE,03-Mar-2018 (03:52:02.000000),19150,6712
2298,ell_sees_all,0,None,nonbinaryasexualartistengaged to @stuffweplayhe/theybuy me a present 👉👈 https://www.amazon.com/hz/wishlist/ls/3GUG29TLCNG6O?ref_=wl_share,66,elie but spoopy🏳️‍🌈🦇🕸,09-Apr-2019 (10:32:33.000000),314,622
2299,_Rossaholic,0,NC......#EastCoastRevenger,We are the music makers....and we are the dreamers of dreams.  ~ Willy Wonka,426,D*Kelli,13-Sep-2013 (06:45:28.000000),68304,17160
2300,MinteaLexi,0,None,Yeah I have nothing to put hereInsta: MinteaLexiShe / Her18 yrs old,1463,Lexi,12-Dec-2016 (18:43:28.000000),54653,75372
2301,prettyhip,1,None,None,659,Fat Tails,11-Dec-2008 (23:53:18.000000),49392,65155
2302,TheEyesOfTruth5,1,Northeastern US,If you understand or if you don't If you believe or if you doubt There's a universal justice...And the eyes of truth are always watching #WarrenProgressive,334,EyesOfTruth,11-Feb-2019 (08:22:00.000000),13123,23841
2303,strawb39,0,None,canadian  and proud of it after trump was elected!!!,19,penny mcqueen,20-May-2009 (00:48:24.000000),11302,12519
2304,goodbyeAcadia,0,Okotoks  Alberta,31. Canadian. Ducks and Canucks fan. Concert lover. Huge Simple Plan fan. Love anything Disney. 💙 Aspergers 💙,99,Tia Wong,25-Jul-2009 (04:28:18.000000),3280,22162
2305,LuvDani_xoxo,0,None,My faith & my fandoms.,433,Danielle 💖🦃🍂,25-Jul-2008 (16:51:42.000000),9444,9266
2306,TheLizzGonzalez,0,None,Wife  mother  loving life!,286,Lizz Gonzalez,14-Jan-2010 (02:29:21.000000),24874,3914
2307,leftybroad,0,Florida ,We touch this earth briefly; make it count.  #Resist #BlackLivesMatter #LBGTQIA+ #climatechange #Resistance  🚣‍♀️🚵‍♂️ #BidenHarris2020 Chicago born,946,peggy miller,21-Oct-2012 (18:33:16.000000),13587,19242
2308,coyotetrobador,0,Dallas  TX,None,20,Jorge,07-May-2010 (01:12:30.000000),42,1075
2309,geraghtyvl,0,Bohemia  N.Y.,Wife  mom  Addicted to all things BONES... XFiles.. One Day At A Time The Bold Type SealTeam The Good Doctor The West Wing,2059,Linda Geraghty,31-Jan-2012 (22:12:40.000000),60716,87072
